"Mã phi?u",Ngày,Kho,"Mã SP","Tên SP","Mã v?ch","T?n h? th?ng","Th?c t?","Chênh l?ch","Ngu?i d?m"
,2022-08-10T05:00:00.000Z,"Kho Hà Nội","DDV 901","Đầu đội siêu da đầu Silk Base 901",2000000681566,-1,0,1,
